,Custid,Dayswus,Educ,Income,Freq,Monetary,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,Access,ChildHome,Educx
1570,0.15703140628125623,0.4571428571428572,0.875,0.26730131812225394,0.07547169811320754,0.024859663191659984,0.1015531660692951,0.7731958762886598,0.39795918367346933,0.0784313725490196,0.746031746031746,0.02857142857142857,0.14,0.1875,0.6666666666666665,0.0,True,Higher Education
1571,0.15713142628525706,0.0128571428571429,0.875,0.36215216218299545,0.018867924528301886,0.009222133119486768,0.1033452807646356,0.711340206185567,0.7142857142857142,0.0392156862745098,0.36507936507936506,0.08571428571428572,0.0,0.05208333333333333,0.7857142857142856,0.0,True,Higher Education
1572,0.15723144628925784,0.8871428571428571,0.0,0.29693208972481305,0.1320754716981132,0.08500400962309543,0.10991636798088411,0.44329896907216493,0.11224489795918367,0.1764705882352941,0.4126984126984127,0.8571428571428571,0.44,0.22916666666666666,0.75,0.0,True,High School
1573,0.15733146629325867,0.25428571428571434,0.375,0.5637632004933323,0.4150943396226415,0.4073777064955894,0.25627240143369173,0.13402061855670103,0.19387755102040813,0.3137254901960784,0.6031746031746033,0.42857142857142855,0.2,0.3125,0.25,0.0,True,Higher Education
1574,0.15743148629725945,0.7328571428571428,1.0,0.9209126647652817,0.8490566037735848,0.9867682437850842,0.564516129032258,0.010309278350515464,0.5918367346938775,0.1764705882352941,0.36507936507936506,0.22857142857142856,0.0,0.03125,0.08333333333333331,0.3333333333333333,False,Higher Education
1575,0.15753150630126023,0.8885714285714287,0.75,0.8228782856702381,0.7924528301886792,0.9145950280673617,0.540621266427718,0.010309278350515464,0.21428571428571425,0.058823529411764705,0.8888888888888888,0.02857142857142857,0.34,0.05208333333333333,0.13095238095238093,0.3333333333333333,False,Higher Education
1576,0.15763152630526106,0.17285714285714282,1.0,0.3020349957604255,0.03773584905660378,0.01603849238171612,0.1009557945041816,0.8144329896907216,0.8163265306122448,0.0196078431372549,0.2222222222222222,0.05714285714285714,0.02,0.14583333333333331,0.4761904761904761,0.0,True,Higher Education
1577,0.15773154630926184,0.8942857142857142,1.0,0.7216295382717952,0.5471698113207547,0.5886126704089816,0.3793309438470729,0.010309278350515464,0.7448979591836734,0.0196078431372549,0.3492063492063492,0.02857142857142857,0.02,0.010416666666666666,0.15476190476190477,0.0,False,Higher Education
1578,0.15783156631326267,0.5614285714285715,0.375,0.546658444461574,0.2830188679245283,0.23857257417802724,0.2007168458781362,0.25773195876288657,0.39795918367346933,0.29411764705882354,0.5555555555555556,0.22857142857142856,0.02,0.041666666666666664,0.2738095238095238,0.0,True,Higher Education
1579,0.15793158631726345,0.9557142857142856,0.25,0.39364834656594466,0.1509433962264151,0.10104250200481155,0.08960573476702509,0.7010309278350515,0.336734693877551,0.19607843137254902,0.4444444444444444,0.14285714285714285,0.44,0.38541666666666663,0.6190476190476191,0.0,True,Higher Education
1580,0.15803160632126423,0.5671428571428571,0.5,0.6243274493178138,0.4528301886792453,0.45629510825982356,0.2747909199522103,0.16494845360824742,0.8775510204081631,0.0392156862745098,0.12698412698412698,0.0,0.02,0.1875,0.4761904761904761,0.3333333333333333,True,Higher Education
1581,0.15813162632526506,0.84,0.75,0.2517305172280891,0.1320754716981132,0.08500400962309543,0.1117084826762246,0.4536082474226804,0.8775510204081631,0.0196078431372549,0.15873015873015872,0.02857142857142857,0.02,0.15625,0.5119047619047619,0.0,True,Higher Education
1582,0.15823164632926584,0.7600000000000001,0.75,0.6473521930162645,0.3962264150943396,0.37690457097032876,0.24133811230585422,0.15463917525773196,0.7040816326530611,0.0392156862745098,0.3333333333333333,0.08571428571428572,0.06,0.010416666666666666,0.34523809523809523,0.0,True,Higher Education
1583,0.15833166633326667,0.9542857142857143,0.375,0.556232174516303,0.3584905660377358,0.33079390537289494,0.27598566308243727,0.21649484536082475,0.8061224489795917,0.0196078431372549,0.25396825396825395,0.02857142857142857,0.02,0.020833333333333332,0.5119047619047619,0.3333333333333333,True,Higher Education
1584,0.15843168633726745,0.6757142857142858,0.75,0.26412549140522623,0.07547169811320754,0.04570970328789094,0.1033452807646356,0.6082474226804123,0.3571428571428571,0.11764705882352941,0.6984126984126984,0.34285714285714286,0.04,0.13541666666666666,0.7857142857142856,0.0,True,Higher Education
1585,0.15853170634126823,0.0128571428571429,0.75,0.7851229476605256,0.33962264150943394,0.30954290296712106,0.2246117084826762,0.07216494845360824,0.2755102040816326,0.09803921568627451,0.6984126984126984,0.3142857142857143,0.22,0.020833333333333332,0.20238095238095238,0.0,True,Higher Education
1586,0.15863172634526906,0.06857142857142862,0.5,0.7409465813612888,0.4716981132075472,0.48275862068965514,0.3632019115890084,0.010309278350515464,0.2857142857142857,0.09803921568627451,0.7301587301587302,0.19999999999999998,0.22,0.125,0.20238095238095238,0.3333333333333333,False,Higher Education
1587,0.15873174634926984,0.3414285714285715,1.0,0.5384645031989516,0.05660377358490566,0.03368083400160385,0.11529271206690561,0.29896907216494845,0.8265306122448979,0.0196078431372549,0.2222222222222222,0.02857142857142857,0.04,0.010416666666666666,0.41666666666666663,0.0,True,Higher Education
1588,0.15883176635327062,0.1785714285714286,0.5,0.2639636167424651,0.07547169811320754,0.030874097834803528,0.1087216248506571,0.3711340206185567,0.08163265306122448,0.13725490196078433,0.746031746031746,0.45714285714285713,0.38,0.46875,0.7857142857142856,0.0,True,Higher Education
1589,0.15893178635727145,0.9314285714285714,0.75,0.32162182995452093,0.09433962264150944,0.058941459502806735,0.09020310633213859,0.6804123711340206,0.6020408163265305,0.0196078431372549,0.5555555555555556,0.02857142857142857,0.04,0.09375,0.4880952380952381,0.0,True,Higher Education
1590,0.15903180636127223,0.4442857142857143,0.375,0.379172126724736,0.03773584905660378,0.018444266238973536,0.1051373954599761,0.5670103092783505,0.4693877551020408,0.09803921568627451,0.6190476190476191,0.08571428571428572,0.1,0.20833333333333331,0.369047619047619,0.0,True,Higher Education
1591,0.15913182636527307,0.3057142857142857,1.0,0.723171201726663,0.49056603773584906,0.5096230954290297,0.3428912783751493,0.020618556701030927,0.693877551020408,0.058823529411764705,0.38095238095238093,0.02857142857142857,0.04,0.010416666666666666,0.11904761904761904,0.0,False,Higher Education
1592,0.15923184636927384,0.942857142857143,0.625,0.6079549834271178,0.2830188679245283,0.2393744987971131,0.22102747909199522,0.24742268041237114,0.7551020408163265,0.058823529411764705,0.25396825396825395,0.05714285714285714,0.06,0.010416666666666666,0.2857142857142857,0.0,True,Higher Education
1593,0.15933186637327462,0.6142857142857142,0.75,0.4316041008247899,0.16981132075471697,0.11948676824378508,0.13859020310633213,0.23711340206185566,0.6326530612244897,0.058823529411764705,0.49206349206349204,0.0,0.04,0.28125,0.6190476190476191,0.0,True,Higher Education
1594,0.15943188637727546,0.43285714285714294,0.625,0.35442842827410775,0.03773584905660378,0.02285485164394547,0.1093189964157706,0.4329896907216495,0.8163265306122448,0.0196078431372549,0.20634920634920634,0.08571428571428572,0.0,0.041666666666666664,0.49999999999999994,0.0,True,Higher Education
1595,0.15953190638127623,0.7814285714285715,0.25,0.5278347336776381,0.3584905660377358,0.33039294306335204,0.2329749103942652,0.1958762886597938,0.7040816326530611,0.058823529411764705,0.3492063492063492,0.02857142857142857,0.06,0.07291666666666666,0.5357142857142856,0.0,True,Higher Education
1596,0.15963192638527707,0.01571428571428568,0.625,0.09281584830031604,0.05660377358490566,0.01082598235765838,0.1039426523297491,0.845360824742268,0.08163265306122448,0.7843137254901961,0.2857142857142857,0.45714285714285713,0.32,0.3645833333333333,0.75,0.0,True,Higher Education
1597,0.15973194638927785,0.33571428571428574,0.5,0.3369305480613582,0.1509433962264151,0.10144346431435446,0.12007168458781362,0.38144329896907214,0.16326530612244897,0.4117647058823529,0.8095238095238095,0.14285714285714285,0.1,0.21875,0.7857142857142856,0.0,True,Higher Education
1598,0.15983196639327862,0.4257142857142858,0.75,0.4994450011562476,0.32075471698113206,0.28107457898957494,0.17682198327359616,0.29896907216494845,0.7040816326530611,0.0392156862745098,0.38095238095238093,0.05714285714285714,0.02,0.03125,0.4047619047619047,0.0,True,Higher Education
1599,0.15993198639727946,0.4842857142857143,0.625,0.29942187620442456,0.09433962264150944,0.058941459502806735,0.0913978494623656,0.7010309278350515,0.6530612244897959,0.0392156862745098,0.42857142857142855,0.08571428571428572,0.04,0.3645833333333333,0.4761904761904761,0.3333333333333333,True,Higher Education
1600,0.16003200640128024,0.5785714285714286,0.875,0.36283820242041165,0.20754716981132076,0.1519647153167602,0.02628434886499402,0.8969072164948454,0.8979591836734693,0.0,0.12698412698412698,0.02857142857142857,0.02,0.15625,0.4880952380952381,0.3333333333333333,True,Higher Education
1601,0.16013202640528107,0.4257142857142858,0.75,0.8811839975333384,0.6226415094339622,0.6924619085805934,0.459378733572282,0.010309278350515464,0.4081632653061224,0.1764705882352941,0.6349206349206349,0.02857142857142857,0.18,0.010416666666666666,0.10714285714285715,0.0,False,Higher Education
1602,0.16023204640928185,0.6757142857142858,0.625,0.5945964695906882,0.3962264150943396,0.3825180433039294,0.32437275985663083,0.13402061855670103,0.8571428571428571,0.0196078431372549,0.14285714285714285,0.05714285714285714,0.04,0.041666666666666664,0.46428571428571425,0.0,True,Higher Education
1603,0.16033206641328263,0.3342857142857144,0.875,0.3602250828644107,0.018867924528301886,0.011627906976744186,0.1033452807646356,0.711340206185567,0.7448979591836734,0.0,0.36507936507936506,0.02857142857142857,0.02,0.020833333333333332,0.6190476190476191,0.0,True,Higher Education
1604,0.16043208641728346,0.17142857142857149,0.625,0.6496415632467432,0.4150943396226415,0.4065757818765036,0.32735961768219835,0.010309278350515464,0.39795918367346933,0.11764705882352941,0.4126984126984127,0.6857142857142857,0.04,0.010416666666666666,0.08333333333333331,0.0,False,Higher Education
1605,0.16053210642128424,0.02857142857142858,0.5,0.46922068912356435,0.09433962264150944,0.05854049719326383,0.14575866188769415,0.12371134020618557,0.8571428571428571,0.0,0.20634920634920634,0.0,0.02,0.05208333333333333,0.4880952380952381,0.0,True,Higher Education
1606,0.16063212642528507,0.9814285714285714,0.75,0.185084406074154,0.07547169811320754,0.02165196471531676,0.1009557945041816,0.7628865979381443,0.5816326530612245,0.1568627450980392,0.4126984126984127,0.19999999999999998,0.0,0.05208333333333333,0.5833333333333333,0.0,True,Higher Education
1607,0.16073214642928585,0.23857142857142855,0.25,0.32844369074231095,0.03773584905660378,0.024057738572574178,0.10991636798088411,0.4329896907216495,0.7040816326530611,0.0196078431372549,0.3492063492063492,0.08571428571428572,0.06,0.05208333333333333,0.5476190476190477,0.0,True,Higher Education
1608,0.16083216643328663,0.09999999999999998,0.25,0.26380945039697834,0.018867924528301886,0.014434643143544507,0.1051373954599761,0.5670103092783505,0.16326530612244897,0.5686274509803921,0.30158730158730157,0.5142857142857142,0.32,0.26041666666666663,0.4880952380952381,0.0,True,Higher Education
1609,0.16093218643728746,0.23857142857142855,0.375,0.20651352809681645,0.03773584905660378,0.011627906976744186,0.10274790919952209,0.7835051546391752,0.43877551020408156,0.09803921568627451,0.6190476190476191,0.2571428571428571,0.04,0.3333333333333333,0.857142857142857,0.3333333333333333,True,Higher Education
1610,0.16103220644128824,0.04571428571428571,0.625,0.5713944345949279,0.11320754716981132,0.07217321571772253,0.15232974910394265,0.07216494845360824,0.6122448979591836,0.11764705882352941,0.3492063492063492,0.08571428571428572,0.14,0.08333333333333333,0.5952380952380951,0.0,True,Higher Education
1611,0.16113222644528907,0.004285714285714337,0.625,0.5591305018114545,0.2830188679245283,0.23736968724939855,0.18996415770609318,0.12371134020618557,0.5510204081632653,0.058823529411764705,0.5238095238095237,0.11428571428571428,0.08,0.125,0.17857142857142855,0.0,True,Higher Education
1612,0.16123224644928985,0.030000000000000027,0.25,0.07342172203807908,0.03773584905660378,0.00681635926222935,0.1045400238948626,0.7731958762886598,0.173469387755102,0.19607843137254902,0.6349206349206349,0.39999999999999997,0.34,0.41666666666666663,0.6904761904761905,0.0,True,Higher Education
1613,0.16133226645329063,0.02571428571428569,0.875,0.3180605873737763,0.0,0.0056134723336006415,0.11051373954599761,0.08247422680412371,0.673469387755102,0.058823529411764705,0.38095238095238093,0.05714285714285714,0.06,0.0625,0.6190476190476191,0.0,False,Higher Education
1614,0.16143228645729146,0.6971428571428572,0.375,0.868873814846219,0.8490566037735848,0.9879711307137129,0.6224611708482676,0.010309278350515464,0.6428571428571428,0.0392156862745098,0.3968253968253968,0.11428571428571428,0.08,0.17708333333333331,0.07142857142857142,0.6666666666666666,False,Higher Education
1615,0.16153230646129224,0.11571428571428577,0.5,0.31386726277653587,0.05660377358490566,0.0272654370489174,0.1021505376344086,0.6391752577319587,0.7448979591836734,0.0196078431372549,0.2857142857142857,0.05714285714285714,0.08,0.05208333333333333,0.44047619047619047,0.0,True,Higher Education
1616,0.16163232646529307,0.32285714285714284,0.75,0.5329376397132506,0.16981132075471697,0.11748195669607057,0.14575866188769415,0.28865979381443296,0.7857142857142856,0.0196078431372549,0.2698412698412698,0.02857142857142857,0.04,0.05208333333333333,0.6071428571428572,0.0,True,Higher Education
1617,0.16173234646929385,0.9385714285714285,0.625,0.49936791798350416,0.2641509433962264,0.21651964715316757,0.15949820788530467,0.23711340206185566,0.4591836734693877,0.1764705882352941,0.42857142857142855,0.08571428571428572,0.26,0.07291666666666666,0.42857142857142855,0.0,True,Higher Education
1619,0.16193238647729546,0.65,0.375,0.19225314113928932,0.03773584905660378,0.023656776263031275,0.1111111111111111,0.21649484536082475,0.1020408163265306,0.47058823529411764,0.5555555555555556,0.3142857142857143,0.36,0.11458333333333333,0.5119047619047619,0.0,False,Higher Education
1620,0.16203240648129624,0.4342857142857143,0.875,0.7297541046789485,0.5094339622641509,0.5376904570970329,0.3912783751493428,0.010309278350515464,0.42857142857142855,0.058823529411764705,0.6666666666666667,0.22857142857142856,0.06,0.020833333333333332,0.20238095238095238,0.0,False,Higher Education
1621,0.16213242648529708,0.7442857142857143,0.25,0.49912896014799973,0.2830188679245283,0.23897353648757014,0.19534050179211468,0.16494845360824742,0.11224489795918367,0.4117647058823529,0.5396825396825398,0.14285714285714285,0.54,0.09375,0.46428571428571425,0.0,True,Higher Education
1622,0.16223244648929785,0.1271428571428571,0.875,0.6873737763046326,0.24528301886792453,0.19286287089013632,0.19474313022700118,0.05154639175257732,0.36734693877551017,0.23529411764705882,0.6190476190476191,0.14285714285714285,0.12,0.11458333333333333,0.14285714285714285,0.0,False,Higher Education
1623,0.16233246649329863,0.4342857142857143,0.375,0.14535573884221076,0.018867924528301886,0.01082598235765838,0.1051373954599761,0.7010309278350515,0.08163265306122448,0.3333333333333333,0.5079365079365079,0.8571428571428571,0.22,0.3958333333333333,0.7380952380952381,0.0,True,Higher Education
1624,0.16243248649729947,0.07714285714285718,0.375,0.14890156478840666,0.018867924528301886,0.007217321571772253,0.1063321385902031,0.5154639175257731,0.061224489795918366,0.1568627450980392,0.746031746031746,0.5428571428571428,0.34,0.4270833333333333,0.7976190476190477,0.0,False,Higher Education
1625,0.16253250650130024,0.04428571428571426,0.875,0.7082478994835427,0.4528301886792453,0.4546912590216519,0.2992831541218638,0.041237113402061855,0.836734693877551,0.0196078431372549,0.1746031746031746,0.02857142857142857,0.06,0.041666666666666664,0.4047619047619047,0.0,True,Higher Education
1626,0.16263252650530108,0.4600000000000001,0.875,0.3040854081553997,0.20754716981132076,0.15637530072173217,0.13918757467144563,0.29896907216494845,0.48979591836734687,0.27450980392156865,0.5238095238095237,0.08571428571428572,0.0,0.010416666666666666,0.39285714285714285,0.0,True,Higher Education
1627,0.16273254650930186,0.34857142857142864,0.75,0.2971787558775919,0.018867924528301886,0.014033680834001604,0.1015531660692951,0.7835051546391752,0.5306122448979591,0.0784313725490196,0.5873015873015872,0.11428571428571428,0.02,0.125,0.7142857142857142,0.0,True,Higher Education
1628,0.16283256651330263,0.7514285714285714,0.625,0.382355661759038,0.1509433962264151,0.10344827586206896,0.0961768219832736,0.6082474226804123,0.6530612244897959,0.058823529411764705,0.42857142857142855,0.05714285714285714,0.04,0.09375,0.6666666666666665,0.0,True,Higher Education
1629,0.16293258651730347,0.4185714285714285,0.625,0.5291220226624527,0.07547169811320754,0.04490777866880513,0.12186379928315412,0.30927835051546393,0.673469387755102,0.0392156862745098,0.42857142857142855,0.05714285714285714,0.02,0.09375,0.6666666666666665,0.0,True,Higher Education
1630,0.16303260652130425,0.6157142857142858,0.75,0.23117243505742696,0.018867924528301886,0.011226944667201283,0.0961768219832736,0.9484536082474226,0.7653061224489796,0.0,0.30158730158730157,0.02857142857142857,0.04,0.0625,0.5476190476190477,0.0,True,Higher Education
1631,0.16313262652530508,0.2657142857142857,0.5,0.6174978802127495,0.3962264150943396,0.3837209302325581,0.35185185185185186,0.020618556701030927,0.21428571428571425,0.43137254901960786,0.5238095238095237,0.45714285714285713,0.14,0.08333333333333333,0.11904761904761904,0.0,False,Higher Education
1632,0.16323264652930586,0.5757142857142857,0.375,0.06828798273336929,0.05660377358490566,0.018043303929430633,0.1021505376344086,0.7422680412371134,0.12244897959183672,0.5882352941176471,0.23809523809523808,0.6571428571428571,0.36,0.8958333333333333,0.38095238095238093,0.0,True,Higher Education
1633,0.16333266653330664,0.21285714285714286,0.25,0.5969860479457334,0.3018867924528302,0.256214915797915,0.25388291517323774,0.010309278350515464,0.2346938775510204,0.0196078431372549,0.4444444444444444,0.5142857142857142,0.56,0.22916666666666666,0.11904761904761904,0.0,False,Higher Education
1634,0.16343268653730747,0.8614285714285715,0.625,0.4420026208278733,0.3584905660377358,0.32999198075380914,0.31182795698924726,0.08247422680412371,0.5306122448979591,0.0784313725490196,0.3968253968253968,0.2571428571428571,0.16,0.375,0.3333333333333333,0.0,False,Higher Education
1635,0.16353270654130825,0.5757142857142857,0.625,0.7608494565636321,0.6792452830188679,0.7666399358460305,0.505973715651135,0.020618556701030927,0.44897959183673464,0.09803921568627451,0.5714285714285714,0.14285714285714285,0.16,0.020833333333333332,0.5952380952380951,0.3333333333333333,True,Higher Education
1636,0.16363272654530908,0.14,0.625,0.37898712711015187,0.1509433962264151,0.10184442662389735,0.15232974910394265,0.1134020618556701,0.8265306122448979,0.0392156862745098,0.15873015873015872,0.05714285714285714,0.06,0.16666666666666666,0.5119047619047619,0.0,True,Higher Education
1637,0.16373274654930986,0.6114285714285715,0.375,0.3056964464657365,0.018867924528301886,0.01082598235765838,0.1021505376344086,0.7628865979381443,0.5612244897959183,0.13725490196078433,0.5079365079365079,0.08571428571428572,0.02,0.8125,0.726190476190476,0.3333333333333333,True,Higher Education
1638,0.16383276655331064,0.04428571428571426,0.875,0.8051954058429044,0.6792452830188679,0.7658380112269447,0.4778972520908005,0.010309278350515464,0.48979591836734687,0.0196078431372549,0.6825396825396826,0.02857142857142857,0.1,0.020833333333333332,0.13095238095238093,0.3333333333333333,False,Higher Education
1639,0.16393278655731147,0.4971428571428572,0.625,0.6734525553071764,0.660377358490566,0.7421812349639134,0.5716845878136201,0.061855670103092786,0.3061224489795918,0.11764705882352941,0.6349206349206349,0.42857142857142855,0.14,0.020833333333333332,0.07142857142857142,0.0,False,Higher Education
1640,0.16403280656131225,0.8657142857142858,0.375,0.32771910891852307,0.1509433962264151,0.10344827586206896,0.13381123058542413,0.24742268041237114,0.2755102040816326,0.2549019607843137,0.4126984126984127,0.42857142857142855,0.34,0.32291666666666663,0.22619047619047616,0.0,True,Higher Education
1641,0.16413282656531308,0.86,0.625,0.3649040314499345,0.20754716981132076,0.1523656776263031,0.17204301075268816,0.18556701030927836,0.8979591836734693,0.0196078431372549,0.12698412698412698,0.02857142857142857,0.0,0.041666666666666664,0.6428571428571428,0.0,True,Higher Education
1642,0.16423284656931386,0.9985714285714286,0.5,0.12862098203962075,0.0,0.0052125100240577385,0.1039426523297491,0.8556701030927835,0.5,0.11764705882352941,0.4603174603174603,0.2571428571428571,0.1,0.22916666666666666,0.8452380952380951,0.0,True,Higher Education
1643,0.16433286657331464,0.6457142857142858,0.75,0.6326524319741,0.4150943396226415,0.4097834803528468,0.16965352449223414,0.3917525773195876,0.36734693877551017,0.39215686274509803,0.42857142857142855,0.05714285714285714,0.26,0.07291666666666666,0.44047619047619047,0.0,True,Higher Education
1644,0.16443288657731547,0.6814285714285714,0.625,0.45314113928929317,0.20754716981132076,0.15557337610264632,0.08841099163679808,0.6082474226804123,0.6428571428571428,0.058823529411764705,0.3968253968253968,0.11428571428571428,0.06,0.5625,0.38095238095238093,0.3333333333333333,True,Higher Education
1645,0.16453290658131625,0.5314285714285715,0.375,0.2970631311184768,0.03773584905660378,0.0136327185244587,0.1009557945041816,0.7525773195876289,0.37755102040816324,0.058823529411764705,0.6825396825396826,0.14285714285714285,0.18,0.23958333333333331,0.6190476190476191,0.0,True,Higher Education
1646,0.16463292658531703,0.16142857142857148,0.75,0.9096353965929237,0.5849056603773585,0.6391339214113874,0.6409796893667861,0.0,0.24489795918367346,0.13725490196078433,0.9841269841269842,0.11428571428571428,0.02,0.11458333333333333,0.10714285714285715,0.0,False,Higher Education
1647,0.16473294658931786,0.17142857142857149,1.0,0.19673167347568027,0.03773584905660378,0.011627906976744186,0.1057347670250896,0.5567010309278351,0.37755102040816324,0.11764705882352941,0.6984126984126984,0.14285714285714285,0.12,0.23958333333333331,0.7380952380952381,0.0,True,Higher Education
1648,0.16483296659331864,0.7885714285714286,0.875,0.6669004856239882,0.5660377358490566,0.6106655974338413,0.4414575866188769,0.020618556701030927,0.5,0.058823529411764705,0.6666666666666667,0.08571428571428572,0.02,0.0,0.14285714285714285,0.0,False,Higher Education
1649,0.16493298659731948,0.64,0.625,0.1489246897402297,0.0,0.002004811547714515,0.1063321385902031,0.5773195876288659,0.24489795918367346,0.0784313725490196,0.9206349206349207,0.17142857142857143,0.12,0.44791666666666663,0.75,0.0,True,Higher Education
1650,0.16503300660132025,0.37142857142857155,0.375,0.20119478917752254,0.018867924528301886,0.008420208500400962,0.1039426523297491,0.7628865979381443,0.26530612244897955,0.1568627450980392,0.8095238095238095,0.17142857142857143,0.12,0.16666666666666666,0.6190476190476191,0.0,True,Higher Education
1651,0.16513302660532103,0.32285714285714284,0.875,0.6946273028597857,0.4528301886792453,0.45589414595028066,0.45579450418160095,0.010309278350515464,0.7040816326530611,0.09803921568627451,0.2698412698412698,0.19999999999999998,0.0,0.010416666666666666,0.44047619047619047,0.0,False,Higher Education
1652,0.16523304660932187,0.9042857142857142,0.5,0.21963308409774146,0.03773584905660378,0.023255813953488372,0.09796893667861409,0.9484536082474226,0.47959183673469385,0.0196078431372549,0.49206349206349204,0.34285714285714286,0.14,0.15625,0.7619047619047619,0.0,True,Higher Education
1653,0.16533306661332264,0.15714285714285714,0.375,0.2594234178678794,0.07547169811320754,0.026463512429831595,0.1063321385902031,0.5154639175257731,0.16326530612244897,0.11764705882352941,0.36507936507936506,0.7428571428571429,0.54,0.1875,0.8333333333333333,0.0,True,Higher Education
1654,0.16543308661732348,0.8457142857142858,0.75,0.30072458182378786,0.018867924528301886,0.012830793905372895,0.1009557945041816,0.7319587628865979,0.5816326530612245,0.09803921568627451,0.38095238095238093,0.14285714285714285,0.16,0.09375,0.5595238095238095,0.0,True,Higher Education
1655,0.16553310662132426,0.04285714285714293,0.625,0.19778000462499035,0.05660377358490566,0.0136327185244587,0.1057347670250896,0.5463917525773195,0.1530612244897959,0.6470588235294118,0.38095238095238093,0.39999999999999997,0.24,0.5104166666666666,0.6309523809523809,0.0,True,Higher Education
1656,0.16563312662532503,0.6685714285714285,1.0,0.2806212903723117,0.16981132075471697,0.11988773055332798,0.07765830346475508,0.865979381443299,0.693877551020408,0.0196078431372549,0.4444444444444444,0.02857142857142857,0.02,0.13541666666666666,0.6428571428571428,0.3333333333333333,True,Higher Education
1657,0.16573314662932587,0.10571428571428576,0.625,0.2851614892468974,0.07547169811320754,0.019246190858059342,0.0961768219832736,0.8350515463917526,0.6836734693877551,0.0196078431372549,0.3492063492063492,0.08571428571428572,0.08,0.19791666666666666,0.6071428571428572,0.0,True,Higher Education
1658,0.16583316663332665,0.4571428571428572,0.75,0.3309643104910198,0.11320754716981132,0.07257417802726544,0.11469534050179211,0.3917525773195876,0.8979591836734693,0.0,0.12698412698412698,0.0,0.02,0.0625,0.5595238095238095,0.0,True,Higher Education
1659,0.16593318663732748,0.36857142857142866,1.0,0.4718877669004857,0.1320754716981132,0.08781074578989574,0.12843488649940263,0.23711340206185566,0.7040816326530611,0.0196078431372549,0.36507936507936506,0.05714285714285714,0.04,0.010416666666666666,0.38095238095238093,0.0,True,Higher Education
1660,0.16603320664132826,0.7114285714285714,0.875,0.4008402065829029,0.05660377358490566,0.03408179631114675,0.11469534050179211,0.31958762886597936,0.520408163265306,0.058823529411764705,0.5079365079365079,0.05714285714285714,0.22,0.03125,0.6785714285714286,0.0,True,Higher Education
1661,0.16613322664532904,0.30714285714285705,0.875,0.8482617744546365,0.660377358490566,0.7401764234161989,0.7138590203106332,0.020618556701030927,0.7551020408163265,0.0196078431372549,0.25396825396825395,0.17142857142857143,0.02,0.09375,0.2976190476190476,0.6666666666666666,True,Higher Education
1662,0.16623324664932987,0.8685714285714287,0.875,0.7205657904879365,0.6037735849056604,0.6631916599839616,0.3960573476702509,0.05154639175257732,0.7551020408163265,0.0392156862745098,0.30158730158730157,0.02857142857142857,0.04,0.010416666666666666,0.44047619047619047,0.0,True,Higher Education
1663,0.16633326665333065,0.12285714285714289,0.625,0.2612502890618978,0.018867924528301886,0.011627906976744186,0.10752688172043011,0.422680412371134,0.2755102040816326,0.23529411764705882,0.4444444444444444,0.2571428571428571,0.44,0.19791666666666666,0.5119047619047619,0.0,True,Higher Education
1664,0.16643328665733148,0.7014285714285714,0.375,0.4385801279580667,0.1509433962264151,0.09943865276663993,0.1135005973715651,0.4536082474226804,0.38775510204081626,0.058823529411764705,0.6507936507936507,0.2857142857142857,0.14,0.0625,0.49999999999999994,0.0,True,Higher Education
1665,0.16653330666133226,0.42285714285714293,1.0,0.5083866491944807,0.07547169811320754,0.046511627906976744,0.1260454002389486,0.28865979381443296,0.9387755102040816,0.0196078431372549,0.06349206349206349,0.0,0.02,0.11458333333333333,0.6190476190476191,0.0,True,Higher Education
1666,0.16663332666533304,0.7914285714285715,1.0,0.550797810837894,0.32075471698113206,0.28428227746591817,0.24313022700119474,0.16494845360824742,0.6530612244897959,0.0392156862745098,0.42857142857142855,0.08571428571428572,0.04,0.020833333333333332,0.4047619047619047,0.0,True,Higher Education
1667,0.16673334666933387,0.04714285714285715,0.5,0.6979727125568488,0.5471698113207547,0.5890136327185245,0.5364396654719235,0.010309278350515464,0.4183673469387755,0.23529411764705882,0.5396825396825398,0.17142857142857143,0.08,0.010416666666666666,0.08333333333333331,0.0,False,Higher Education
1668,0.16683336667333465,0.43714285714285717,0.5,0.48354274261928626,0.16981132075471697,0.11587810745789896,0.14097968936678612,0.17525773195876287,0.7959183673469387,0.0196078431372549,0.1746031746031746,0.08571428571428572,0.12,0.14583333333333331,0.46428571428571425,0.0,True,Higher Education
1669,0.16693338667733548,0.5985714285714286,0.625,0.28539273876512755,0.03773584905660378,0.01643945469125902,0.10752688172043011,0.422680412371134,0.37755102040816324,0.0,0.6666666666666667,0.37142857142857144,0.12,0.15625,0.6785714285714286,0.0,True,Higher Education
1670,0.16703340668133626,0.7328571428571428,0.375,0.2224080783165035,0.018867924528301886,0.0136327185244587,0.1069295101553166,0.4948453608247423,0.2959183673469387,0.09803921568627451,0.7777777777777777,0.39999999999999997,0.04,0.22916666666666666,0.7142857142857142,0.0,True,Higher Education
